id,node_id,position
53745381,2266580501,6
53745381,678450735,7
53760268,678449031,0
53760268,678809469,1
53760268,4342673140,2
53760268,678809478,3
53790865,679040987,0
53790865,679041395,1
53791504,679050482,0
53791504,679050615,1
53791504,679050098,2
53791735,679054254,0
53791735,679054255,1
53791735,679054333,2
53792225,2206824681,0
53792225,2206824682,1
53792225,2206824688,2
53792225,2206824693,3
53792225,2206824696,4
53792225,2206824697,5
53792225,2206824689,6
53792225,2206824683,7
53792225,863085567,8
53792225,2206824667,9
53792225,2206824649,10
53792225,2206824624,11
53792225,2206824610,12
53792225,2206824588,13
53792225,2206824574,14
53792225,2206824564,15
53792225,2206824552,16
53792225,2206824555,17
53792225,2206824567,18
53792225,863085537,19
53792225,2206824603,20
53792225,2206824616,21
53792225,2206824647,22
53792225,2206824665,23
53792225,2206824681,24
53792781,679064733,0
53792781,679064745,1
53836810,2445819374,0
53836810,2445819378,1
53836810,2445819383,2
53836810,3498348276,3
53836810,2445819392,4
53836810,2445819387,5
53836810,2445819358,6
53836810,2445819353,7
53836810,2445819349,8
53836810,2445819339,9
53836810,2445819317,10
53836810,2445819284,11
53836810,4747188874,12
53836810,4747188907,13
53836810,4747188908,14
53836810,4747188876,15
53837203,679677208,0
53837203,2445819397,1
53837203,679680660,2
53837203,679680659,3
53837203,679681688,4
53837203,679680657,5
53837203,679680653,6
53837203,2445819311,7
53837203,679680648,8
53837203,679681765,9
53837203,2445819252,10
53837203,2445819248,11
53837203,2445819244,12
53837203,679681611,13
53837203,2445819224,14
53837203,679680373,15
53837531,679682353,0
53837531,679683579,1
53837858,679686335,0
53837858,2445818669,1
53861298,2445818309,0
53861298,2445818308,1
53861298,2445818305,2
53861298,2445818304,3
53861298,680009297,4
53861298,2445818302,5
53861298,680013176,6
53861298,2445818303,7
54032606,681256044,0
54032606,681260828,1
54032606,681256261,2
54032606,4451336201,3
54032606,681260849,4
54032606,4451336195,5
54032606,681256268,6
54032606,681255412,7
54033100,2572856057,0
54033100,4714951297,1
54033100,2572856056,2
54033100,681266187,3
54033100,681266249,4
54033100,4694112626,5
54033100,681266251,6
54033100,2572856051,7
54033100,2572856049,8
54033100,681266254,9
54033100,4694112639,10
54033100,681266256,11
54033100,2572856047,12
54033100,4422615566,13
54033100,2572856046,14
54033100,4694112641,15
54033100,2572856045,16
54033100,4694112647,17
54033100,3656493342,18
54033100,3656493341,19
54033100,3656493340,20
54033100,2573040700,21
54033100,2573040697,22
54033100,2573040695,23
54033100,4694788155,24
54033100,681266267,25
54033100,4694788167,26
54033100,681266269,27
54033100,3656493331,28
54033100,2572856039,29
54033100,2572856040,30
54033100,2572856038,31
54033100,4694778710,32
54033100,681266272,33
54033100,2572856037,34
54033100,2572856036,35
54033100,2295000054,36
54033481,681272420,0
54033481,681272435,1
54514573,686604188,0
54514573,686604191,1
54516128,2512656771,0
54516128,4693912084,1
54516128,4693912087,2
54516128,686625307,3
54516128,2512656821,4
54937231,691258535,0
54937231,691258850,1
55079017,692935390,0
55079017,2994147863,1
55079017,692935391,2
57008258,711431104,0
57008258,2636799027,1
57008258,2636799028,2
57008258,3646037580,3
57008258,711431102,4
60978911,763405295,0
60978911,763405301,1
60978911,763405303,2
60978911,763405296,3
60978911,763405297,4
60978911,763405298,5
60978911,763405299,6
60978911,2598224279,7
60978911,763405300,8
60978911,2164978610,9
60982012,763455742,0
60982012,1194079752,1
60982012,763458061,2
60982012,871507448,3
60982012,4705069081,4
60982012,2488142317,5
60982012,2488142319,6
60982012,763458067,7
60982012,1194969406,8
60982012,2279179516,9
60982012,2279179524,10
60982012,763458072,11
60982012,2279179532,12
60982012,2279179535,13
60982012,2279179541,14
60982012,763458074,15
60995098,763551580,0
60995098,2563016110,1
60995098,2563016106,2
60995098,763551579,3
60995098,763551577,4
60995098,2476292399,5
60995098,2476292400,6
61968453,673353299,0
61968453,772545431,1
61968453,772545434,2
61968453,772545436,3
61968453,772545438,4
61968453,772545440,5
61968453,245646821,6
63976394,789621072,0
63976394,789621076,1
63976394,789621082,2
63976394,863085664,3
63976394,789621083,4
63976394,789621084,5
63976394,789621085,6
63976394,789621088,7
63976394,789621091,8
63976394,863085594,9
63976394,789621094,10
63976394,789621096,11
63976394,789621098,12
63976394,789621072,13
63995114,789680160,0
63995114,789681046,1
65157885,797215878,0
65157885,679060337,1
65157885,2206824529,2
65157885,2206824509,3
65157885,2206824495,4
65157885,2206824490,5
65157885,2206824486,6
65157885,2206824469,7
65157885,679060331,8
65157885,679060332,9
65157885,679060333,10
65157885,679060334,11
65157885,679060335,12
65157885,679060336,13
65157885,797215878,14
66721083,806833136,0
66721083,806833137,1
66721083,806833138,2
66721083,806833139,3
66721083,806820194,4
67168944,811217602,0
67168944,811217603,1
67168944,1240818845,2
67168944,1240819076,3
67168944,811217605,4
67168944,811217606,5
67168944,1240819029,6
67168944,1240818779,7
67168944,1240818850,8
67168944,1240819192,9
67168944,811217602,10
68335101,822751739,0
68335101,822752082,1
68335101,822752225,2
68335101,822752085,3
68335101,822752087,4
68335101,822751586,5
68573252,824461565,0
68573252,824463604,1
69385772,2496146758,0
69385772,831263225,1
69879531,835329741,0
69879531,835329742,1
69879531,835329744,2
69879531,835329746,3
69879531,835329741,4
73533947,871507448,0
73533947,871507449,1
73533947,871507450,2
73533947,871507451,3
73533947,871507453,4
73533947,2488142306,5
73533947,871507454,6
73533947,871507455,7
73533947,871507456,8
73533947,871507457,9
73533947,871507458,10
73533947,871507459,11
73533947,2488142308,12
73533947,871507460,13
73533947,2488142313,14
73533947,871507461,15
73533947,871507462,16
73533947,2488142314,17
73533947,3012006430,18
73533947,871507463,19
73533947,4705069074,20
73533947,2488142311,21
73533947,871507464,22
73533947,2973360334,23
86918661,1011185891,0
86918661,3987097421,1
86918661,1011185917,2
86918661,1065064751,3
86918661,3987099306,4
86918661,1011185920,5
86918661,3987099304,6
86918661,3987099305,7
86918661,3987097422,8
86918661,3987099303,9
86918661,3987099302,10
86918661,1011185924,11
86918661,3987097410,12
86918661,1011185928,13
86918661,3987097411,14
86918661,3987097412,15
86918661,3987097413,16
86918661,3987097414,17
86918661,3987099301,18
86918661,3987097415,19
86918661,3987097416,20
91569033,1063812472,0
91569033,1063812476,1
91569033,4700875474,2
91569033,4700875481,3
91569033,1063812480,4
91569033,4700875482,5
91569033,4700875475,6
91569033,4700875477,7
91569033,1063812484,8
91569033,4700875476,9
91569033,4700875471,10
91569033,4700875468,11
91569033,1063812488,12
91569033,1063812491,13
91713335,1065854032,0
91713335,1065854036,1
91713335,1065854040,2
91713335,1065854045,3
91713335,1065854050,4
91713335,1065854065,5
91713335,1065854070,6
91713335,1065854075,7
91713335,1065854078,8
91713335,1065854086,9
91713335,1065854091,10
91713335,1065854094,11
91713335,1065854097,12
91713335,1065854100,13
91713335,1065854032,14
93846329,1090667457,0
93846329,1090667485,1
97699179,1131076934,0
97699179,1131076869,1
97699179,1131077551,2
97699179,1131078117,3
97699179,1131077281,4
97699179,4692672809,5
97699179,4692672811,6
97699179,1131077471,7
97699179,3978107692,8
97699179,3978107688,9
97699179,4692672863,10
97699179,1131076926,11
97699179,3978162573,12
97699179,3978162574,13
97699179,1131077193,14
97699179,3978107695,15
97699179,4693162909,16
97699179,4692672828,17
97699179,4693162915,18
97699179,3978107684,19
97699179,3978106914,20
97699179,3642005087,21
97699179,4692672832,22
97699179,4692672836,23
97699179,4693162956,24
97699179,3642005502,25
97699179,3978106038,26
97699179,4693178131,27
97699179,1131076835,28
97699179,4692672854,29
97699179,1131078090,30
97699179,4692672852,31
97699179,1131077262,32
97699179,1131077787,33
97699179,4692672858,34
97699179,1131077031,35
97699179,3978106897,36
97699179,245650210,37
100109190,2476245779,0
100109190,1157266178,1
100109190,1157266216,2
100109190,1157266205,3
100109190,2476245877,4
102430710,1182861024,0
102430710,1182871942,1
102430710,4342574149,2
102430710,1182871933,3
102430710,1182871950,4
103687828,1197094597,0
103687828,1197094562,1
103687828,1197094550,2
103687828,1197094567,3
103687828,1197094597,4
105459789,1214686872,0
105459789,1214686874,1
105459789,1214686876,2
105459789,1214686878,3
105459789,1214686879,4
105459789,1214686880,5
105459789,1214686881,6
105459789,1214686882,7
105459789,1214686883,8
105459789,1214686886,9
105459789,1214686902,10
105459789,1214686872,11
106229853,1222963363,0
106229853,1222965121,1
106229853,2007718526,2
106229853,2007718521,3
106229853,1222965321,4
106229853,1222965123,5
106236513,1223028333,0
106236513,2270382388,1
106236513,1223028334,2
106236513,1223028337,3
106236513,2270382386,4
106236513,1792958481,5
106236513,1223028340,6
106236513,2892723780,7
106236513,1223028343,8
106236513,2270382373,9
106236513,2270382370,10
106236513,1223028080,11
106243878,1223045972,0
106243878,1223045975,1
106243878,1223045976,2
106243878,1997369100,3
106243878,1997369099,4
106243878,1997369097,5
106243878,1997369111,6
106243878,1997369098,7
106252147,1223057466,0
106252147,1223057534,1
106252147,1223057535,2
106252147,4346830971,3
106252147,4346830972,4
106252147,1223057536,5
106252147,1223057609,6
106252147,1223057537,7
106252147,1223057538,8
106252147,4346830979,9
106252147,1223057539,10
106252147,2383877316,11
106252147,1223057541,12
106252147,1223057542,13
106252147,4346835696,14
106252147,1223057544,15
106252147,4346835707,16
106252147,1223057546,17
106252147,1223057548,18
106252147,1223057550,19
106252147,1223057552,20
106252147,2383877526,21
106252147,3650239227,22
106252147,1223057554,23
106252147,1223057555,24
106252147,2383877524,25
106252147,2383877314,26
106358478,1223949884,0
106358478,3692866187,1
106358478,3692866189,2
106358478,3692866191,3
106358478,3692866193,4
106358478,3692866188,5
106358478,3692866186,6
106358478,3692866183,7
106358478,3692866185,8
106358478,1223949885,9
106358478,1223949886,10
106358478,1223949887,11
106358478,1223949888,12
106358478,1223949889,13
106358478,3692866190,14
106358478,3692866195,15
106358478,3692866197,16
106358478,3692866194,17
106358478,1223949884,18
106359659,1223958267,0
106359659,766508348,1
106365211,1224046253,0
106365211,1224046458,1
106365211,1224046460,2
106365211,1224046464,3
106365211,1224046465,4
106365211,1224046467,5
106365211,1224046468,6
106365211,1224046469,7
106366685,1224078146,0
106366685,2194045749,1
106366685,2194045756,2
106366685,2194045764,3
106366685,2194045768,4
106366685,1224078204,5
106481082,1224903727,0
106481082,1224903728,1
106481327,1224905375,0
106481327,2621060476,1
106481327,2621060477,2
106481327,2234729857,3
106481327,1224905472,4
106481810,1224914056,0
106481810,2234838391,1
106483611,2254876236,0
106483611,2254876249,1
106483611,2254876270,2
106483611,1224919920,3
106483611,2257797442,4
106483611,1224919921,5
106483611,2254876475,6
106483611,2254876520,7
106483611,2254876605,8
106483611,2254876646,9
106483611,2254876658,10
106483611,2254876679,11
106483611,2254876721,12
106483611,2254876748,13
106483611,2254876827,14
106483611,2254876884,15
106483611,2254876912,16
106483611,2254876958,17
106483611,2254877002,18
106483611,2254877048,19
106483611,2254877066,20
106483611,2254877103,21
106483611,2254877130,22
106483611,2254877139,23
106483611,2254877142,24
106483611,2254877144,25
106483611,2254877141,26
106483611,2254877135,27
106483611,2254877131,28
106483611,2254877126,29
106483611,2254877108,30
106483611,2254877081,31
106483611,2254877057,32
106483611,2254877017,33
106483611,2254876909,34
106483611,2254876888,35
106483611,2254876834,36
106483611,2254876764,37
106483611,2254876727,38
106483611,2254876715,39
106483611,2264431416,40
106496378,1225147489,0
106496378,1225148058,1
106496378,2827518641,2
106616258,1226495699,0
106616258,1226495829,1
106618173,1226524489,0
106618173,1226524493,1
106618173,1226524494,2
106618173,1226524498,3
106618173,1226524489,4
106620936,1226559907,0
106620936,2324633223,1
106620936,1226559905,2
106620936,1226559903,3
106620936,2324633224,4
106620936,4451429165,5
106620936,2324633225,6
106620936,2324633226,7
106620936,2491047924,8
106620936,2324633227,9
106620936,2491047925,10
106620936,2324633228,11
106620936,2324633230,12
106620936,2324633242,13
106620936,1226554937,14
106621565,2442517596,0
106621565,2442517584,1
106621565,2442517570,2
106621972,2495913463,0
106621972,2495913464,1
106621972,1226581480,2
106621972,2495913470,3
106621972,1226581107,4
106621972,2495913550,5
106621972,1226581657,6
106621972,1226581659,7
106621972,2495913624,8
106621972,2495913626,9
106621972,2495913625,10
106621972,1226581661,11
106751327,245650948,0
106751327,1131077076,1
106751327,2215899089,2
106751327,2215899085,3
106751327,2215899058,4
106751327,2215899052,5
106751327,2215899051,6
106751327,2215899047,7
106751327,2013558787,8
106751327,2289002186,9
106751327,2215899042,10
106751327,2215899037,11
106751327,2289001985,12
106751327,2215899031,13
106751327,2215899025,14
106751327,2215899019,15
106751327,2289001506,16
106751327,248347989,17
106751327,2215899009,18
106751327,1131076846,19
106751327,2215899000,20
106751327,2215898992,21
106751327,2215898986,22
106751327,2215898980,23
106751327,248347988,24
106751327,2215898971,25
106751327,1131077495,26
106751327,2215898962,27
106751327,2289000999,28
106751327,248347987,29
106751327,2215898956,30
106751327,2289000585,31
106751327,1131077988,32
106751327,2215898947,33
106751327,2215898941,34
106751327,2289000215,35
106751327,2289000175,36
106751327,2013558694,37
106751327,2013558693,38
106751327,1131077222,39
106751327,2288999865,40
106751327,2215898932,41
106751327,2215898930,42
106751327,248347986,43
106751327,1131077046,44
106751327,2215898923,45
106751327,248347984,46
106751327,2215898914,47
106751327,248347983,48
106751327,2215898898,49
106751327,2215898894,50
106751327,1131078146,51
106751327,2215898886,52
106751327,248347982,53
106751327,2215898880,54
106751327,2215898876,55
106751327,2215898873,56
106751327,1131076942,57
106751327,248349028,58
106751327,2215898865,59
106751327,2215898861,60
106751327,248349027,61
106751327,2215898858,62
106751327,1131077833,63
106751327,2288998815,64
106751327,2215898853,65
106751327,248349026,66
106751327,2215898850,67
106751327,2215898846,68
106751327,1131077665,69
106751327,2215898839,70
106751327,1131077208,71
106751327,2215898833,72
106751327,1131077980,73
106751327,2288997224,74
106751327,248349025,75
106751327,2215898822,76
106751327,2215898818,77
106751327,2215898815,78
106751327,1131077013,79
106751327,2215898808,80
106751327,2215898805,81
106751327,1131076932,82
106751327,2215898799,83
106751327,2215898795,84
106751327,2215898781,85
106751327,1131077806,86
106751327,2215898778,87
106751327,2215898776,88
106751327,245650221,89
106751327,2215898768,90
106751327,2215898766,91
106751327,248349024,92
106751327,2215898758,93
106895230,2203119381,0
106895230,4704786293,1
106895230,4704786188,2
106895230,4704786298,3
106895230,4704786290,4
106895230,4704786294,5
106895230,1229138293,6
106895230,1229139160,7
106895230,4342574101,8
106895230,1229138179,9
106895230,1229137911,10
106895230,2251843337,11
106895230,3386030473,12
106895230,2251843307,13
106895230,1229140493,14
106895230,2203119232,15
106895230,2203119231,16
106895230,1229139163,17
107173255,1232209627,0
107173255,1232209655,1
107173255,1232209812,2
107173255,1232209717,3
107173255,1232209627,4
108087068,1240678180,0
108087068,1240678237,1
108087068,1240678265,2
108087068,1240678173,3
108087068,1240678217,4
108087068,1240678277,5
108087068,1240678180,6
108093175,1240745773,0
108093175,1240745770,1
108093175,1240745734,2
108093175,1240745761,3
108093175,1240745697,4
108093175,1240745798,5
108093175,1240745773,6
108098240,1240818825,0
108098240,1240818955,1
108098240,1240819025,2
108098240,1240818927,3
108098240,1240818825,4
108099062,1240834691,0
108099062,1240834714,1
108099062,1240834697,2
108099062,1240834735,3
108099062,1240834691,4
108227540,1242066988,0
108227540,1242067081,1
108227540,1242067124,2
108227540,1242067118,3
108227540,1242067107,4
108227540,1242067032,5
108227540,1242066988,6
108228421,1242075028,0
108228421,1242075032,1
108228421,1242075000,2
108228421,1242074993,3
108228421,1242075028,4
108321719,1243064085,0
108321719,1243064210,1
108321719,1243064185,2
108321719,1243064131,3
108321719,1243064085,4
108323571,1243090877,0
108323571,1243090910,1
108323571,1243090885,2
108323571,1243090817,3
108323571,1243090877,4
108324481,1243107178,0
108324481,1243107271,1
108324481,1243107182,2
108324481,1243107025,3
108324481,1243107178,4
108543303,1245127958,0
108543303,1245127939,1
108543303,1245127943,2
108543303,1245127944,3
108543303,1245127958,4
108561221,1245292543,0
108561221,1245292655,1
108561221,1245292597,2
108561221,1245292559,3
108561221,1245292543,4
112675025,1280214460,0
112675025,1280219992,1
112675025,1280214448,2
112675025,1280214446,3
116017411,1309316812,0
116017411,1309316806,1
116017411,1309316793,2
116017411,2558562858,3
116017411,1309316801,4
116017411,1309316790,5
116017411,1309316776,6
117218162,1320301622,0
117218162,2982620152,1
117218162,2983240732,2
117218162,2982620155,3
117218162,2983240745,4
117218162,1320301850,5
117218162,2983240757,6
117218162,2982620156,7
117218162,2983240762,8
117218162,2983240767,9
117218162,1320301882,10
117218162,2983240776,11
117218162,2982620158,12
117218162,2982620162,13
117218162,2984610519,14
117218162,4671943966,15
117218162,4674344935,16
117218162,1320301694,17
117374891,1322093816,0
117374891,1322093885,1
117374891,1322093821,2
117374891,2848506146,3
117374891,2848506147,4
117374891,1322093841,5
117374891,2848506148,6
117374891,2848506149,7
117374891,1322093839,8
117374891,2848506150,9
117374891,1322093813,10
117374891,1322093816,11
118012068,1328250915,0
118012068,1328250911,1
118012068,1328250889,2
118012068,1328250902,3
118012068,1328250915,4
120522490,1351302372,0
120522490,1351302395,1
120522490,1351302378,2
120522490,1351302387,3
120522490,1351302385,4
120522490,1351302371,5
120522490,1351302396,6
120522490,1351302397,7
120522490,1351302374,8
120522490,1351302360,9
120522490,1351302359,10
120522490,1351302376,11
120522490,1351302380,12
120522490,1351302381,13
120522490,1351302398,14
120522490,1351302377,15
120522490,1351302379,16
120522490,1351302375,17
120522490,1351302372,18
121808791,1362703609,0
121808791,1362703643,1
121808791,1362703623,2
121808791,1362703636,3
121808791,1362703609,4
121898090,1363421915,0
121898090,1363421876,1
121898090,1363421912,2
121898090,1363421884,3
121898090,1363421909,4
121898090,1363421915,5
121995696,1237010288,0
121995696,1364181588,1
121995696,1364181567,2
121995696,1364204619,3
121995696,1364204711,4
121995696,1364204582,5
121995696,1364204613,6
121995696,1364204624,7
121995696,1364204726,8
121995696,1364204698,9
121995696,1364204741,10
121995696,1364204682,11
121995696,1364204665,12
121995696,1364204595,13
121995696,1364204639,14
121995696,1364204625,15
121995696,1364204593,16
121995696,1364204621,17
121995696,1364204646,18
121995696,1364204643,19
121995696,1364204718,20
121995696,1364204554,21
121995696,1364204691,22
121995696,1364204591,23
121995696,1364204666,24
121995696,1364204719,25
121995696,1237010286,26
121995696,1237010296,27
121995696,1237010294,28
121995696,1237010317,29
121995696,1237010307,30
121995696,1237010299,31
121995696,1237010316,32
121995696,1237010288,33
123613119,2302230032,0
123613119,2519594073,1
125490188,1393678665,0
125490188,1393678726,1
125490188,1393678722,2
125490188,1393678653,3
125490188,1393678626,4
126349329,1400881007,0
126349329,1400881056,1
126349329,1400881055,2
126349329,1400881091,3
126349329,1400881007,4
126399697,1401279285,0
126399697,1401279920,1
126399697,1401279939,2
126399697,1401279965,3
126399697,1401279703,4
126399697,1401279246,5
126399697,1401279486,6
126399697,1401279736,7
126399697,1401279718,8
126399697,1401279737,9
126399697,1401279926,10
126399697,1401279285,11
127056188,2208493116,0
127056188,2208493109,1
130356218,1436074334,0
130356218,2266580436,1
130356218,2266580437,2
130356218,2266580439,3
130356218,1436074339,4
130356218,1436074344,5
131606141,670283771,0
131606141,670283767,1
131606141,670283775,2
136893603,1501805351,0
136893603,1501808035,1
136893603,1501804705,2
136893603,1501805073,3
136893603,1501800719,4
136893603,1501800978,5
136893603,1501805351,6
140044104,1534433726,0
140044104,1534442603,1
140044104,1534433732,2
140044104,1534433729,3
140044104,1534433722,4
140044104,1534433725,5
140044104,1355426337,6
142798923,1562701496,0
142798923,1562701505,1
142798923,1562701401,2
142798923,2092676698,3
142798923,343306109,4
144978563,1584524161,0
144978563,2636798817,1
144978563,2636798811,2
144978563,3645658518,3
144978563,2636798810,4
144978563,1584524174,5
147256236,1604846816,0
147256236,517238539,1
147256236,1604846831,2
149110266,1621340969,0
149110266,1621340971,1
149110266,1621340970,2
149110266,1621340968,3
149110266,1621340969,4
151717155,772576034,0
151717155,772576036,1
151717155,772576038,2
151717155,772576040,3
151717155,772577455,4
151717155,772577459,5
151717155,772577457,6
151717155,772577461,7
151717155,772577463,8
151717155,772577465,9
151717155,772577467,10
154044066,1666466103,0
154044066,1666466108,1
154044066,1666466105,2
154044066,1666466112,3
154044066,1666466133,4
157423558,2269713727,0
157423558,2269713729,1
157423558,637811838,2
157423558,2269713730,3
157423558,2269713731,4
157423558,1316286145,5
158227829,2236844153,0
158227829,1731912809,1
158227829,1765230067,2
158227829,2236844142,3
158227829,2961618250,4
158227829,4701262129,5
158227829,4701262127,6
158227829,4701262124,7
158227829,4701262130,8
158227829,672687453,9
158227829,2236844107,10
158227829,2236844095,11
158227829,2236844091,12
158325414,1705497099,0
158325414,1705497136,1
158325414,1705497123,2
158879219,1710078914,0
158879219,1710078762,1
158879219,1710079105,2
158879219,1710079260,3
158879219,1710078914,4
159480004,1715922970,0
159480004,763446413,1
159814256,2994442934,0
159814256,2236844130,1
159814256,2244957355,2
159814256,1719146414,3
160019102,1720838988,0
160019102,1720838913,1
