id,lat,lon,user,uid,version,changeset,timestamp
3643581835,18.6060378,73.780368,thrinath,2900563,1,32534308,2015-07-10T04:51:42Z
3643584123,18.5589531,73.8966152,harishvarma,2913190,1,32534382,2015-07-10T05:00:31Z
3643584153,18.5592359,73.8967801,harishvarma,2913190,1,32534382,2015-07-10T05:00:32Z
3643584183,18.5599642,73.8949557,harishvarma,2913190,1,32534382,2015-07-10T05:00:32Z
3643584216,18.5604527,73.7725875,premkumar,2901478,2,32537783,2015-07-10T08:58:39Z
3643584246,18.5609508,73.7727973,Narsimulu,2949621,2,33238903,2015-08-10T12:43:21Z
3643584276,18.5613983,73.7746413,Narsimulu,2949621,2,33238903,2015-08-10T12:43:21Z
3643584314,18.6697149,73.8151444,venugopal009,2915921,1,32534368,2015-07-10T04:58:55Z
3643584344,18.6703458,73.8147505,venugopal009,2915921,1,32534368,2015-07-10T04:58:56Z
3643584376,18.6708973,73.8147344,venugopal009,2915921,1,32534368,2015-07-10T04:58:56Z
3643584410,18.5620399,73.7754905,premkumar,2901478,1,32534356,2015-07-10T04:57:20Z
3643584440,18.5624654,73.775504,premkumar,2901478,1,32534356,2015-07-10T04:57:21Z
3643584470,18.5629923,73.7762068,premkumar,2901478,1,32534356,2015-07-10T04:57:21Z
3643584500,18.5633025,73.7750406,premkumar,2901478,1,32534356,2015-07-10T04:57:21Z
3643584530,18.5634918,73.7757218,premkumar,2901478,1,32534356,2015-07-10T04:57:22Z
3643584560,18.5637204,73.77564,premkumar,2901478,1,32534356,2015-07-10T04:57:22Z
3643584590,18.6580661,73.8904852,himalay,2901493,1,32534359,2015-07-10T04:57:44Z
3643584620,18.6593992,73.8857922,himalay,2901493,1,32534359,2015-07-10T04:57:44Z
3643584650,18.6600398,73.89238,himalay,2901493,1,32534359,2015-07-10T04:57:45Z
3643584680,18.6608048,73.8936266,himalay,2901493,1,32534359,2015-07-10T04:57:45Z
3643584710,18.6629711,73.8851048,himalay,2901493,1,32534359,2015-07-10T04:57:46Z
3643584740,18.6662712,73.887093,himalay,2901493,1,32534359,2015-07-10T04:57:46Z
3643584770,18.6675612,73.8892618,venkatesh10,2897436,2,33901488,2015-09-09T07:49:10Z
3643584800,18.6682304,73.8888512,himalay,2901493,1,32534359,2015-07-10T04:57:47Z
3643584830,18.6695654,73.8914299,himalay,2901493,1,32534359,2015-07-10T04:57:47Z
3643584860,18.6697961,73.8892372,himalay,2901493,1,32534359,2015-07-10T04:57:47Z
3643584890,18.6731453,73.8809412,himalay,2901493,1,32534359,2015-07-10T04:57:48Z
3643584920,18.6741585,73.8806144,venkatesh10,2897436,2,33901488,2015-09-09T07:49:10Z
3643584950,18.6744864,73.8877277,himalay,2901493,1,32534359,2015-07-10T04:57:48Z
3643584980,18.6746735,73.8878096,himalay,2901493,1,32534359,2015-07-10T04:57:49Z
3643585010,18.6757834,73.8904226,himalay,2901493,1,32534359,2015-07-10T04:57:49Z
3643585058,18.6147998,73.8239463,harishk,2907712,1,32534364,2015-07-10T04:58:39Z
3643585088,18.6172532,73.810458,harishk,2907712,1,32534364,2015-07-10T04:58:39Z
3643585228,18.6186401,73.8080906,harishk,2907712,1,32534364,2015-07-10T04:58:40Z
3643585263,18.6207082,73.8072642,harishk,2907712,1,32534364,2015-07-10T04:58:40Z
3643585401,18.6223689,73.8113775,harishk,2907712,1,32534364,2015-07-10T04:58:40Z
3643585431,18.6233316,73.8255359,harishk,2907712,1,32534364,2015-07-10T04:58:41Z
3643585461,18.6245895,73.8084527,harishk,2907712,1,32534364,2015-07-10T04:58:41Z
3643585491,18.6249731,73.8081815,harishk,2907712,1,32534364,2015-07-10T04:58:41Z
3643585521,18.625325,73.8080591,harishk,2907712,1,32534364,2015-07-10T04:58:42Z
3643585551,18.6254535,73.8152702,harishk,2907712,1,32534364,2015-07-10T04:58:43Z
3643585581,18.6255856,73.8070604,harishk,2907712,1,32534364,2015-07-10T04:58:43Z
3643585813,18.6257123,73.8052089,harishk,2907712,1,32534364,2015-07-10T04:58:43Z
3643585846,18.6258455,73.8080216,harishk,2907712,1,32534364,2015-07-10T04:58:44Z
3643585879,18.6259821,73.8087646,uday01,3089251,2,33235920,2015-08-10T10:27:41Z
3643585909,18.6260837,73.8081528,harishk,2907712,1,32534364,2015-07-10T04:58:44Z
3643585940,18.6262138,73.8079189,harishk,2907712,1,32534364,2015-07-10T04:58:45Z
3643585979,18.626385,73.8101821,harishk,2907712,1,32534364,2015-07-10T04:58:45Z
3643586113,18.626574,73.8160006,harishk,2907712,1,32534364,2015-07-10T04:58:46Z
3643586145,18.6268084,73.8104471,harishk,2907712,1,32534364,2015-07-10T04:58:46Z
3643586175,18.627063,73.8164935,harishk,2907712,1,32534364,2015-07-10T04:58:46Z
3643586305,18.6273301,73.8149191,harishk,2907712,1,32534364,2015-07-10T04:58:47Z
3643586342,18.6278933,73.8101117,harishk,2907712,1,32534364,2015-07-10T04:58:47Z
3643586376,18.6282268,73.8132664,harishk,2907712,1,32534364,2015-07-10T04:58:48Z
3643586507,18.6288848,73.8071363,harishk,2907712,1,32534364,2015-07-10T04:58:48Z
3643586541,18.6291751,73.8099724,harishk,2907712,1,32534364,2015-07-10T04:58:48Z
3643586577,18.6295858,73.8234435,harishk,2907712,1,32534364,2015-07-10T04:58:49Z
3643586721,18.6302544,73.8202736,harishk,2907712,1,32534364,2015-07-10T04:58:49Z
3643586753,18.6305555,73.82498,harishk,2907712,1,32534364,2015-07-10T04:58:50Z
3643586783,18.6310109,73.8137112,harishk,2907712,1,32534364,2015-07-10T04:58:50Z
3643586913,18.6326218,73.8109986,harishk,2907712,1,32534364,2015-07-10T04:58:51Z
3643587414,18.6711913,73.8145475,ravikumar1,2996436,2,33236069,2015-08-10T10:35:38Z
3643587444,18.6716127,73.8152162,venugopal009,2915921,1,32534368,2015-07-10T04:58:57Z
3643587474,18.6717782,73.8148502,venugopal009,2915921,1,32534368,2015-07-10T04:58:58Z
3643587550,18.6367873,73.7634248,jasvinderkaur,2900516,1,32534717,2015-07-10T05:38:54Z
3643587580,18.64033,73.7619699,maheshrkm,2897465,2,33904470,2015-09-09T10:08:26Z
3643587696,18.562227,73.8366116,saikumar,2900470,1,32534381,2015-07-10T05:00:22Z
3643587726,18.5625624,73.8341892,saikumar,2900470,1,32534381,2015-07-10T05:00:22Z
3643587756,18.5626371,73.835584,saikumar,2900470,1,32534381,2015-07-10T05:00:22Z
3643587786,18.5627114,73.8343147,saikumar,2900470,1,32534381,2015-07-10T05:00:23Z
3643587816,18.5627939,73.8353408,saikumar,2900470,1,32534381,2015-07-10T05:00:23Z
3643587846,18.5628599,73.8362005,saikumar,2900470,1,32534381,2015-07-10T05:00:24Z
3643587876,18.5629428,73.8349083,saikumar,2900470,1,32534381,2015-07-10T05:00:24Z
3643587906,18.5630208,73.835358,saikumar,2900470,1,32534381,2015-07-10T05:00:24Z
3643587936,18.5631211,73.8343924,saikumar,2900470,1,32534381,2015-07-10T05:00:25Z
3643587966,18.5632156,73.8329788,saikumar,2900470,1,32534381,2015-07-10T05:00:25Z
3643587996,18.5633019,73.8375824,saikumar,2900470,1,32534381,2015-07-10T05:00:26Z
3643588026,18.5634145,73.8330312,saikumar,2900470,1,32534381,2015-07-10T05:00:27Z
3643588056,18.5635059,73.8332245,saikumar,2900470,1,32534381,2015-07-10T05:00:27Z
3643588086,18.5636287,73.8343508,saikumar,2900470,1,32534381,2015-07-10T05:00:27Z
3643588116,18.5637197,73.8378517,saikumar,2900470,1,32534381,2015-07-10T05:00:28Z
3643588146,18.5638188,73.8334863,saikumar,2900470,1,32534381,2015-07-10T05:00:28Z
3643588176,18.5639151,73.8377611,saikumar,2900470,1,32534381,2015-07-10T05:00:29Z
3643588206,18.5640515,73.8392654,saikumar,2900470,1,32534381,2015-07-10T05:00:29Z
3643588236,18.5641346,73.8352598,uday01,3089251,2,33258733,2015-08-11T06:35:17Z
3643588266,18.5642992,73.835865,saikumar,2900470,1,32534381,2015-07-10T05:00:30Z
3643588296,18.5644262,73.8390922,saikumar,2900470,1,32534381,2015-07-10T05:00:30Z
3643588326,18.5645883,73.8379386,saikumar,2900470,1,32534381,2015-07-10T05:00:31Z
3643588356,18.5647907,73.8386725,saikumar,2900470,1,32534381,2015-07-10T05:00:31Z
3643588386,18.5648787,73.8377253,saikumar,2900470,1,32534381,2015-07-10T05:00:32Z
3643588416,18.5650172,73.8339818,saikumar,2900470,1,32534381,2015-07-10T05:00:32Z
3643588446,18.5653439,73.837755,saikumar,2900470,1,32534381,2015-07-10T05:00:33Z
3643588498,18.5600317,73.8950146,harishvarma,2913190,1,32534382,2015-07-10T05:00:32Z
3643588528,18.5602184,73.894259,harishvarma,2913190,1,32534382,2015-07-10T05:00:33Z
3643588558,18.5606209,73.8958072,harishvarma,2913190,1,32534382,2015-07-10T05:00:33Z
3643588588,18.569208,73.8994846,chaitanya110,3101111,2,33258925,2015-08-11T06:53:09Z
3643588618,18.569338,73.8991933,chaitanya110,3101111,2,33258925,2015-08-11T06:53:09Z
3643588648,18.569585,73.9002618,chaitanya110,3101111,2,33258925,2015-08-11T06:53:10Z
3643588678,18.5697887,73.8990289,harishvarma,2913190,1,32534382,2015-07-10T05:00:35Z
3643588708,18.5699483,73.9001421,chaitanya110,3101111,2,33258925,2015-08-11T06:53:11Z
3643588738,18.5701799,73.8987267,harishvarma,2913190,1,32534382,2015-07-10T05:00:36Z
3643588768,18.570485,73.8988903,harishvarma,2913190,1,32534382,2015-07-10T05:00:36Z
3643588898,18.5733689,73.898275,harishvarma,2913190,1,32534382,2015-07-10T05:00:37Z
3643588928,18.5737121,73.8986715,harishvarma,2913190,1,32534382,2015-07-10T05:00:37Z
3643588958,18.5742175,73.8982953,harishvarma,2913190,1,32534382,2015-07-10T05:00:38Z
3643588988,18.5747872,73.898949,harishvarma,2913190,1,32534382,2015-07-10T05:00:38Z
3643589018,18.5768631,73.8872664,harishvarma,2913190,1,32534382,2015-07-10T05:00:38Z
3643589048,18.5777111,73.8875206,chaitanya110,3101111,2,33259319,2015-08-11T07:23:18Z
3643589078,18.5780637,73.8876788,chaitanya110,3101111,2,33259319,2015-08-11T07:23:18Z
3643589790,18.6330368,73.8201197,Tinkle,2901893,2,32538339,2015-07-10T09:29:37Z
3643589820,18.5605276,73.7808787,kranthikumar,2907704,1,32534393,2015-07-10T05:02:01Z
3643589850,18.5608202,73.7816807,kranthikumar,2907704,1,32534393,2015-07-10T05:02:01Z
3643589880,18.5613317,73.7811126,kranthikumar,2907704,1,32534393,2015-07-10T05:02:01Z
3643589910,18.5621221,73.7806383,kranthikumar,2907704,1,32534393,2015-07-10T05:02:02Z
3643589940,18.5623238,73.7811007,kranthikumar,2907704,2,32558011,2015-07-11T05:35:09Z
3643589970,18.5624466,73.7814913,kranthikumar,2907704,1,32534393,2015-07-10T05:02:03Z
3643590000,18.5625454,73.7799861,premkumar,2901478,2,32558680,2015-07-11T06:44:25Z
3643590030,18.5626953,73.7807698,kranthikumar,2907704,2,32558011,2015-07-11T05:35:09Z
3643590060,18.5628143,73.7810639,kranthikumar,2907704,1,32534393,2015-07-10T05:02:04Z
3643590090,18.5628969,73.7807608,kranthikumar,2907704,1,32534393,2015-07-10T05:02:04Z
3643590120,18.5630509,73.7816992,kranthikumar,2907704,2,32558011,2015-07-11T05:35:09Z
3643590150,18.563171,73.781118,kranthikumar,2907704,1,32534393,2015-07-10T05:02:05Z
3643590180,18.5633473,73.7804586,kranthikumar,2907704,1,32534393,2015-07-10T05:02:06Z
3643590210,18.5634697,73.7812921,kranthikumar,2907704,1,32534393,2015-07-10T05:02:06Z
3643590240,18.5635969,73.7806056,kranthikumar,2907704,1,32534393,2015-07-10T05:02:06Z
3643590270,18.563708,73.7806343,kranthikumar,2907704,1,32534393,2015-07-10T05:02:07Z
3643590300,18.5638852,73.7806594,kranthikumar,2907704,1,32534393,2015-07-10T05:02:07Z
3643590330,18.5640016,73.7808921,kranthikumar,2907704,1,32534393,2015-07-10T05:02:07Z
3643590360,18.5643606,73.7820577,kranthikumar,2907704,1,32534393,2015-07-10T05:02:08Z
3643590390,18.5645291,73.7805745,kranthikumar,2907704,1,32534393,2015-07-10T05:02:08Z
3643590420,18.5647559,73.7804188,kranthikumar,2907704,1,32534393,2015-07-10T05:02:08Z
3643590450,18.5649747,73.7815338,kranthikumar,2907704,1,32534393,2015-07-10T05:02:09Z
3643590480,18.5655356,73.7822947,kranthikumar,2907704,1,32534393,2015-07-10T05:02:09Z
3643590510,18.5659678,73.7823628,kranthikumar,2907704,1,32534393,2015-07-10T05:02:09Z
3643590540,18.5660803,73.7820291,kranthikumar,2907704,1,32534393,2015-07-10T05:02:10Z
3643590570,18.5662814,73.7821494,kranthikumar,2907704,1,32534393,2015-07-10T05:02:10Z
3643590600,18.5663649,73.7818448,kranthikumar,2907704,1,32534393,2015-07-10T05:02:10Z
3643590630,18.5665325,73.7818454,kranthikumar,2907704,1,32534393,2015-07-10T05:02:11Z
3643590660,18.5667198,73.7822918,kranthikumar,2907704,1,32534393,2015-07-10T05:02:12Z
3643590690,18.5668864,73.7813909,kranthikumar,2907704,1,32534393,2015-07-10T05:02:12Z
3643590720,18.5671056,73.7820257,kranthikumar,2907704,1,32534393,2015-07-10T05:02:12Z
3643590750,18.567221,73.7804803,kranthikumar,2907704,2,32558011,2015-07-11T05:35:11Z
3643590780,18.5674916,73.7806069,kranthikumar,2907704,1,32534393,2015-07-10T05:02:13Z
3643590810,18.5676573,73.78083,kranthikumar,2907704,1,32534393,2015-07-10T05:02:13Z
3643590840,18.5679001,73.7807742,kranthikumar,2907704,2,32558011,2015-07-11T05:35:11Z
3643590870,18.5681249,73.7815934,kranthikumar,2907704,2,32558011,2015-07-11T05:35:12Z
3643590900,18.5683007,73.7813179,kranthikumar,2907704,1,32534393,2015-07-10T05:02:14Z
3643590930,18.5688431,73.7809602,kranthikumar,2907704,1,32534393,2015-07-10T05:02:15Z
3643590960,18.5692436,73.7808595,kranthikumar,2907704,1,32534393,2015-07-10T05:02:15Z
3643590990,18.5696226,73.7799635,Narsimulu,2949621,2,33238903,2015-08-10T12:43:21Z
3643591033,18.5666368,73.9079648,sampath reddy,2905734,1,32534403,2015-07-10T05:03:08Z
3643591063,18.56679,73.9078837,sampath reddy,2905734,1,32534403,2015-07-10T05:03:09Z
3643591093,18.5696256,73.7801357,Narsimulu,2949621,2,33238903,2015-08-10T12:43:21Z
3643591123,18.570951,73.7809365,kranthikumar,2907704,1,32534393,2015-07-10T05:02:16Z
3643591153,18.5728005,73.780185,kranthikumar,2907704,1,32534393,2015-07-10T05:02:17Z
3643591183,18.5729844,73.7805013,kranthikumar,2907704,1,32534393,2015-07-10T05:02:17Z
3643591213,18.5731134,73.7803141,kranthikumar,2907704,1,32534393,2015-07-10T05:02:18Z
3643591247,18.5866853,73.9054907,vamshiN,2907738,1,32534399,2015-07-10T05:02:32Z
3643591277,18.5874262,73.9051105,vamshiN,2907738,1,32534399,2015-07-10T05:02:33Z
3643591334,18.6674514,73.7882107,shekarn,2900616,1,32534401,2015-07-10T05:03:00Z
3643591364,18.6677182,73.7879631,shekarn,2900616,1,32534401,2015-07-10T05:03:01Z
3643591394,18.5881585,73.9051127,vamshiN,2907738,1,32534399,2015-07-10T05:02:33Z
3643591424,18.5883737,73.9053655,vamshiN,2907738,1,32534399,2015-07-10T05:02:34Z
3643591454,18.5885268,73.9075589,vamshiN,2907738,1,32534399,2015-07-10T05:02:34Z
3643591484,18.5886298,73.9057226,chaitanya110,3101111,2,33238736,2015-08-10T12:37:08Z
3643591514,18.5887308,73.906437,vamshiN,2907738,1,32534399,2015-07-10T05:02:35Z
3643591544,18.5888032,73.9051565,vamshiN,2907738,1,32534399,2015-07-10T05:02:35Z
3643591574,18.5889099,73.9063287,vamshiN,2907738,1,32534399,2015-07-10T05:02:36Z
3643591604,18.5889967,73.9072223,vamshiN,2907738,1,32534399,2015-07-10T05:02:36Z
3643591634,18.5891214,73.9075438,vamshiN,2907738,1,32534399,2015-07-10T05:02:36Z
3643591664,18.5892166,73.9067809,vamshiN,2907738,1,32534399,2015-07-10T05:02:37Z
3643591694,18.5893233,73.9072483,vamshiN,2907738,1,32534399,2015-07-10T05:02:37Z
3643591724,18.5894078,73.906301,vamshiN,2907738,1,32534399,2015-07-10T05:02:37Z
3643591754,18.5894909,73.9062626,vamshiN,2907738,1,32534399,2015-07-10T05:02:38Z
3643591784,18.5896083,73.9065995,vamshiN,2907738,1,32534399,2015-07-10T05:02:38Z
3643591814,18.5897176,73.9054333,vamshiN,2907738,1,32534399,2015-07-10T05:02:38Z
3643591844,18.5899233,73.9062709,vamshiN,2907738,1,32534399,2015-07-10T05:02:39Z
3643591876,18.5900255,73.9073301,vamshiN,2907738,1,32534399,2015-07-10T05:02:39Z
3643591908,18.5901213,73.9054897,vamshiN,2907738,1,32534399,2015-07-10T05:02:40Z
3643591938,18.5902095,73.9071708,vamshiN,2907738,1,32534399,2015-07-10T05:02:40Z
3643591968,18.5903686,73.9073315,vamshiN,2907738,1,32534399,2015-07-10T05:02:40Z
3643591998,18.5905992,73.9070766,vamshiN,2907738,1,32534399,2015-07-10T05:02:41Z
3643592028,18.5907353,73.9072374,vamshiN,2907738,1,32534399,2015-07-10T05:02:41Z
3643592058,18.5910205,73.9052499,vamshiN,2907738,1,32534399,2015-07-10T05:02:42Z
3643592088,18.5911938,73.9056515,vamshiN,2907738,1,32534399,2015-07-10T05:02:42Z
3643592118,18.5913224,73.9065898,vamshiN,2907738,1,32534399,2015-07-10T05:02:43Z
3643592148,18.5914945,73.9053199,vamshiN,2907738,1,32534399,2015-07-10T05:02:43Z
3643592178,18.5916114,73.9053855,vamshiN,2907738,1,32534399,2015-07-10T05:02:43Z
3643592308,18.5916847,73.9062445,vamshiN,2907738,1,32534399,2015-07-10T05:02:44Z
3643592338,18.5918823,73.9068204,vamshiN,2907738,1,32534399,2015-07-10T05:02:44Z
3643592368,18.5920598,73.9056834,vamshiN,2907738,1,32534399,2015-07-10T05:02:44Z
3643592398,18.5922409,73.9065784,vamshiN,2907738,1,32534399,2015-07-10T05:02:45Z
3643592428,18.5924363,73.9067476,vamshiN,2907738,1,32534399,2015-07-10T05:02:45Z
3643592458,18.5925695,73.9065506,vamshiN,2907738,1,32534399,2015-07-10T05:02:45Z
3643592492,18.5928503,73.9052333,vamshiN,2907738,1,32534399,2015-07-10T05:02:46Z
3643592522,18.5930814,73.9051392,vamshiN,2907738,1,32534399,2015-07-10T05:02:46Z
3643592552,18.5932304,73.9065189,vamshiN,2907738,1,32534399,2015-07-10T05:02:47Z
3643592582,18.5933575,73.9052545,vamshiN,2907738,1,32534399,2015-07-10T05:02:47Z
3643592612,18.5935128,73.9057243,vamshiN,2907738,1,32534399,2015-07-10T05:02:47Z
3643592642,18.5937262,73.9066932,vamshiN,2907738,1,32534399,2015-07-10T05:02:48Z
3643592672,18.5939419,73.9062273,vamshiN,2907738,1,32534399,2015-07-10T05:02:48Z
3643592702,18.5943106,73.9060705,vamshiN,2907738,1,32534399,2015-07-10T05:02:48Z
3643592732,18.5945595,73.9087544,vamshiN,2907738,1,32534399,2015-07-10T05:02:49Z
3643592762,18.5947186,73.9078788,vamshiN,2907738,1,32534399,2015-07-10T05:02:49Z
3643592792,18.5952541,73.9070582,vamshiN,2907738,1,32534399,2015-07-10T05:02:50Z
3643592822,18.595636,73.9071023,vamshiN,2907738,1,32534399,2015-07-10T05:02:50Z
3643592852,18.5958581,73.9073812,vamshiN,2907738,1,32534399,2015-07-10T05:02:51Z
3643592882,18.5967344,73.9056434,vamshiN,2907738,1,32534399,2015-07-10T05:02:51Z
3643592912,18.5969427,73.9058363,vamshiN,2907738,1,32534399,2015-07-10T05:02:52Z
3643592942,18.5975597,73.9069153,chaitanya110,3101111,2,33238736,2015-08-10T12:37:09Z
3643592976,18.58944,73.900426,anushapyata,2907723,1,32534407,2015-07-10T05:03:25Z
3643593006,18.6678905,73.7880311,shekarn,2900616,1,32534401,2015-07-10T05:03:01Z
3643593036,18.6679995,73.7881969,shekarn,2900616,1,32534401,2015-07-10T05:03:02Z
3643593066,18.6681216,73.7874877,shekarn,2900616,1,32534401,2015-07-10T05:03:02Z
3643593096,18.6682073,73.78814,shekarn,2900616,1,32534401,2015-07-10T05:03:02Z
3643593126,18.6682755,73.7882614,shekarn,2900616,1,32534401,2015-07-10T05:03:03Z
3643593156,18.6683716,73.7877972,shekarn,2900616,1,32534401,2015-07-10T05:03:05Z
3643593186,18.6684663,73.78752,shekarn,2900616,1,32534401,2015-07-10T05:03:06Z
3643593216,18.6685272,73.7875965,shekarn,2900616,1,32534401,2015-07-10T05:03:06Z
3643593246,18.668688,73.7873341,shekarn,2900616,1,32534401,2015-07-10T05:03:06Z
3643593276,18.6690041,73.7856483,shekarn,2900616,1,32534401,2015-07-10T05:03:07Z
3643593306,18.6698517,73.7829258,shekarn,2900616,1,32534401,2015-07-10T05:03:07Z
3643593336,18.6700779,73.7834133,shekarn,2900616,1,32534401,2015-07-10T05:03:07Z
3643593366,18.6702102,73.7834789,shekarn,2900616,1,32534401,2015-07-10T05:03:08Z
3643593396,18.6703229,73.7896422,shekarn,2900616,1,32534401,2015-07-10T05:03:08Z
3643593426,18.670481,73.7807933,uday01,3089251,2,33234150,2015-08-10T09:04:32Z
3643593456,18.6712782,73.7813395,shekarn,2900616,1,32534401,2015-07-10T05:03:09Z
3643593486,18.671445,73.7804852,shekarn,2900616,1,32534401,2015-07-10T05:03:09Z
3643593516,18.567031,73.9081414,sampath reddy,2905734,1,32534403,2015-07-10T05:03:09Z
3643593546,18.5687094,73.9111611,sampath reddy,2905734,1,32534403,2015-07-10T05:03:10Z
3643593576,18.569063,73.9119229,sampath reddy,2905734,1,32534403,2015-07-10T05:03:10Z
3643593606,18.6715482,73.7802288,shekarn,2900616,1,32534401,2015-07-10T05:03:09Z
3643593636,18.6723954,73.7804248,shekarn,2900616,1,32534401,2015-07-10T05:03:10Z
3643593666,18.6729381,73.7838894,shekarn,2900616,1,32534401,2015-07-10T05:03:10Z
3643593696,18.5693748,73.9132115,sampath reddy,2905734,1,32534403,2015-07-10T05:03:10Z
3643593726,18.5698716,73.9137341,sampath reddy,2905734,1,32534403,2015-07-10T05:03:11Z
3643593756,18.5702587,73.913923,sampath reddy,2905734,1,32534403,2015-07-10T05:03:12Z
3643593786,18.5710591,73.9142668,sampath reddy,2905734,2,32539956,2015-07-10T10:57:52Z
3643593816,18.6732714,73.7837738,shekarn,2900616,1,32534401,2015-07-10T05:03:11Z
3643593846,18.6735965,73.790552,shekarn,2900616,1,32534401,2015-07-10T05:03:11Z
3643593876,18.6742665,73.7838313,shekarn,2900616,1,32534401,2015-07-10T05:03:12Z
3643593906,18.6744183,73.7929936,shekarn,2900616,1,32534401,2015-07-10T05:03:12Z
3643593936,18.6749999,73.7925331,shekarn,2900616,1,32534401,2015-07-10T05:03:12Z
3643593966,18.6763254,73.792512,shekarn,2900616,1,32534401,2015-07-10T05:03:13Z
3643594007,18.5712772,73.9144164,sampath reddy,2905734,2,32539956,2015-07-10T10:57:52Z
3643594037,18.5717405,73.9144323,sampath reddy,2905734,1,32534403,2015-07-10T05:03:13Z
3643594067,18.5720167,73.9101411,sampath reddy,2905734,1,32534403,2015-07-10T05:03:13Z
3643594197,18.5725871,73.910973,sampath reddy,2905734,1,32534403,2015-07-10T05:03:13Z
3643594227,18.5728565,73.9153119,sampath reddy,2905734,1,32534403,2015-07-10T05:03:14Z
3643594257,18.573196,73.9150888,sampath reddy,2905734,1,32534403,2015-07-10T05:03:14Z
3643594287,18.5734249,73.9151266,sampath reddy,2905734,1,32534403,2015-07-10T05:03:15Z
3643594317,18.5740404,73.9253239,sampath reddy,2905734,1,32534403,2015-07-10T05:03:15Z
3643594347,18.5762557,73.9217642,sampath reddy,2905734,1,32534403,2015-07-10T05:03:15Z
3643594377,18.5768879,73.9201659,sampath reddy,2905734,1,32534403,2015-07-10T05:03:16Z
3643594407,18.5771128,73.9218894,sampath reddy,2905734,1,32534403,2015-07-10T05:03:16Z
3643594437,18.5776666,73.9233291,sampath reddy,2905734,1,32534403,2015-07-10T05:03:16Z
3643594467,18.5790638,73.9187323,sampath reddy,2905734,1,32534403,2015-07-10T05:03:17Z
3643594498,18.6137775,73.8733392,saikumard,2906619,1,32534406,2015-07-10T05:03:20Z
3643594528,18.6150083,73.872798,saikumard,2906619,1,32534406,2015-07-10T05:03:21Z
3643594558,18.6152559,73.8754056,saikumard,2906619,1,32534406,2015-07-10T05:03:21Z
3643594589,18.6154148,73.8714629,saikumard,2906619,1,32534406,2015-07-10T05:03:21Z
3643594619,18.6155001,73.8758843,saikumard,2906619,1,32534406,2015-07-10T05:03:22Z
3643594649,18.6156178,73.8765666,saikumard,2906619,1,32534406,2015-07-10T05:03:22Z
3643594679,18.6157315,73.8717806,saikumard,2906619,1,32534406,2015-07-10T05:03:23Z
3643594709,18.6158648,73.8714753,saikumard,2906619,1,32534406,2015-07-10T05:03:23Z
3643594739,18.6159994,73.870367,saikumard,2906619,1,32534406,2015-07-10T05:03:24Z
3643594769,18.6160829,73.870393,saikumard,2906619,1,32534406,2015-07-10T05:03:24Z
3643594799,18.6161588,73.8775145,saikumard,2906619,1,32534406,2015-07-10T05:03:25Z
3643594829,18.6162413,73.8709063,saikumard,2906619,1,32534406,2015-07-10T05:03:25Z
3643594859,18.6163457,73.8703803,saikumard,2906619,1,32534406,2015-07-10T05:03:25Z
3643594889,18.6164761,73.8689935,saikumard,2906619,1,32534406,2015-07-10T05:03:26Z
3643594919,18.5896356,73.900395,anushapyata,2907723,1,32534407,2015-07-10T05:03:26Z
3643594949,18.5897893,73.9003384,anushapyata,2907723,1,32534407,2015-07-10T05:03:26Z
3643594979,18.5900139,73.9005914,anushapyata,2907723,1,32534407,2015-07-10T05:03:27Z
3643595009,18.6165148,73.8703888,saikumard,2906619,1,32534406,2015-07-10T05:03:26Z
3643595039,18.616567,73.8699362,saikumard,2906619,2,32563121,2015-07-11T12:03:01Z
3643595069,18.6166691,73.8685196,saikumard,2906619,1,32534406,2015-07-10T05:03:27Z
3643595099,18.5901508,73.900586,anushapyata,2907723,1,32534407,2015-07-10T05:03:27Z
3643595129,18.5905964,73.8964905,anushapyata,2907723,1,32534407,2015-07-10T05:03:27Z
3643595159,18.5909768,73.9009267,anushapyata,2907723,1,32534407,2015-07-10T05:03:28Z
3643595189,18.5911169,73.9000353,anushapyata,2907723,1,32534407,2015-07-10T05:03:28Z
3643595219,18.6168856,73.8697057,saikumard,2906619,1,32534406,2015-07-10T05:03:28Z
3643595251,18.6174008,73.877729,saikumard,2906619,1,32534406,2015-07-10T05:03:28Z
3643595281,18.6174826,73.8698934,saikumard,2906619,2,32593458,2015-07-13T05:07:51Z
3643595313,18.5911821,73.9003054,anushapyata,2907723,1,32534407,2015-07-10T05:03:28Z
3643595343,18.5912954,73.8956693,anushapyata,2907723,1,32534407,2015-07-10T05:03:28Z
3643595373,18.59144,73.89563,anushapyata,2907723,1,32534407,2015-07-10T05:03:29Z
3643595403,18.6175107,73.8689529,saikumard,2906619,2,32593458,2015-07-13T05:07:51Z
3643595433,18.6175761,73.8704256,saikumard,2906619,1,32534406,2015-07-10T05:03:29Z
3643595463,18.6176689,73.8694424,saikumard,2906619,1,32534406,2015-07-10T05:03:30Z
3643595493,18.5916507,73.8967076,anushapyata,2907723,1,32534407,2015-07-10T05:03:29Z
3643595523,18.5917796,73.896723,anushapyata,2907723,1,32534407,2015-07-10T05:03:29Z
3643595553,18.5918316,73.8951473,anushapyata,2907723,1,32534407,2015-07-10T05:03:30Z
3643595583,18.5919329,73.8963643,anushapyata,2907723,1,32534407,2015-07-10T05:03:30Z
